,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_None,Cabin_T,Embarked_C,Embarked_Missing,Embarked_Q,Embarked_S
87,3,29.69911764705882,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
458,2,50.0,0,0,10.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
330,3,29.69911764705882,2,0,23.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
214,3,29.69911764705882,1,0,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
466,2,29.69911764705882,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
121,3,29.69911764705882,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
614,3,35.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20,2,35.0,0,0,26.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700,1,18.0,1,0,227.525,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
71,3,16.0,5,2,46.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
106,3,21.0,0,0,7.65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
270,1,29.69911764705882,0,0,31.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
860,3,41.0,2,0,14.1083,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
435,1,14.0,1,2,120.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
102,1,21.0,0,1,77.2875,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
